Text,Code
/* script for house with walls roof and door */,"// Import the necessary modules
import { Entity, engine, BoxShape, Color3, Vector3, Material, StandardMaterial } from 'decentraland-ecs'

// Create a new entity for the scene
const scene = new Entity()

// Set the position of the scene entity
scene.addComponentOrReplace(
  new Transform({
    position: new Vector3(5, 1, 5)
  })
)

// Create a house using BoxShapes
const house = new Entity()

// Set the position of the house entity
house.addComponentOrReplace(
  new Transform({
    position: new Vector3(0, 0, 0)
  })
)

// Create walls using BoxShapes
const wallHeight = 4
const wallThickness = 0.2
const wallColor = Color3.FromHexString('#FFFFFF')
const doorWidth = 1
const doorHeight = 2

// Front wall
const frontWall = new BoxShape()
frontWall.withCollisions = true
frontWall.withoutMaterials = false
frontWall.visible = true
frontWall.size = new Vector3(6, wallHeight, wallThickness)
frontWall.material = new StandardMaterial()
frontWall.material.albedoColor = wallColor

const frontWallEntity = new Entity()
frontWallEntity.addComponentOrReplace(frontWall)
frontWallEntity.addComponentOrReplace(
  new Transform({
    position: new Vector3(0, wallHeight / 2, -3)
  })
)
house.addChild(frontWallEntity)

// Side walls
const sideWall = new BoxShape()
sideWall.withCollisions = true
sideWall.withoutMaterials = false
sideWall.visible = true
sideWall.size = new Vector3(wallThickness, wallHeight, 4)
sideWall.material = new StandardMaterial()
sideWall.material.albedoColor = wallColor

const leftWallEntity = new Entity()
leftWallEntity.addComponentOrReplace(sideWall)
leftWallEntity.addComponentOrReplace(
  new Transform({
    position: new Vector3(-3, wallHeight / 2, 0)
  })
)
house.addChild(leftWallEntity)

const rightWallEntity = new Entity()
rightWallEntity.addComponentOrReplace(sideWall)
rightWallEntity.addComponentOrReplace(
  new Transform({
    position: new Vector3(3, wallHeight / 2, 0)
  })
)
house.addChild(rightWallEntity)

// Back wall
const backWall = new BoxShape()
backWall.withCollisions = true
backWall.withoutMaterials = false
backWall.visible = true
backWall.size = new Vector3(6, wallHeight, wallThickness)
backWall.material = new StandardMaterial()
backWall.material.albedoColor = wallColor

const backWallEntity = new Entity()
backWallEntity.addComponentOrReplace(backWall)
backWallEntity.addComponentOrReplace(
  new Transform({
    position: new Vector3(0, wallHeight / 2, 3)
  })
)
house.addChild(backWallEntity)

// Roof
const roof = new BoxShape()
roof.withCollisions = true
roof.withoutMaterials = false
roof.visible = true
roof.size = new Vector3(6, wallThickness, 6)
roof.material = new StandardMaterial()
roof.material.albedoColor = Color3.Black()

const roofEntity = new Entity()
roofEntity.addComponentOrReplace(roof)
roofEntity.addComponentOrReplace(
  new Transform({
    position: new Vector3(0, wallHeight, 0)
  })
)
house.addChild(roofEntity)

// Door
const door = new BoxShape()
door.withCollisions = true
door.withoutMaterials = false
// Create the door material
const doorMaterial = new Material()
doorMaterial.albedoColor = Color3.FromHexString('#523A00')
doorMaterial.metallic = 0.2
doorMaterial.roughness = 0.8

const doorEntity = new Entity()
doorEntity.addComponentOrReplace(door)
doorEntity.addComponentOrReplace(
new Transform({
position: new Vector3(0, doorHeight / 2, -3.01),
scale: new Vector3(doorWidth, doorHeight, wallThickness)
})
)
doorEntity.addComponentOrReplace(doorMaterial)

house.addChild(doorEntity)

// Add the house entity to the scene entity
scene.addChild(house)

// Add the scene entity to the engine
engine.addEntity(scene)

"
/* script for player */,"// Create the player entity
const playerEntity = new Entity()
playerEntity.addComponentOrReplace(new GLTFShape('models/player.glb'))
playerEntity.addComponentOrReplace(new Transform({ position: new Vector3(5, 0, 5) }))
playerEntity.addComponentOrReplace(new Animator())
engine.addEntity(playerEntity)"
/* script for coin */,"// Create the coin entity
const coinEntity = new Entity()
coinEntity.addComponentOrReplace(new GLTFShape('models/coin.glb'))
coinEntity.addComponentOrReplace(new Transform({ position: new Vector3(10, 0, 10) }))
engine.addEntity(coinEntity)"
/* script for camera */,"// Create the camera entity
const cameraEntity = new Entity()
cameraEntity.addComponentOrReplace(new Camera())
cameraEntity.addComponentOrReplace(new Transform({ position: new Vector3(5, 2, 5) }))
engine.addEntity(cameraEntity)"
/* script to listen for keyboard input */,"// Listen for keyboard input
let moveDirection = Vector3.Zero()
Input.instance.subscribe('BUTTON_DOWN', ActionButton.PRIMARY, false, (e) => {
  if (e.hit.length > 0) {
    const hitEntity = e.hit[0].entity
    if (hitEntity === coinEntity) {
      engine.removeEntity(coinEntity)
    } else {
      moveDirection.copyFrom(e.hit[0].face.getNormal())
      moveDirection.y = 0
    }
  }
})
Input.instance.subscribe('BUTTON_UP', ActionButton.PRIMARY, false, () => {
  moveDirection.copyFrom(Vector3.Zero())
})"
/* script to move player and camera entities based on keyboard input */,"// Move the player and camera entities based on keyboard input
const playerSpeed = 2
const cameraOffset = new Vector3(0, 1, 0)
const cameraFollowSpeed = 0.1
const playerAnimator = playerEntity.getComponent(Animator)

engine.addSystem(new OnBeforeRender(() => {
  const deltaTime = engine.getDeltaTime()

  playerEntity.getComponent(Transform).translate(moveDirection.scale(playerSpeed * deltaTime))

  const cameraTargetPosition = playerEntity.getComponent(Transform).position.add(cameraOffset)
  const cameraCurrentPosition = cameraEntity.getComponent(Transform).position
  cameraEntity.getComponent(Transform).position = Vector3.Lerp(cameraCurrentPosition, cameraTargetPosition, cameraFollowSpeed * deltaTime)

  if (moveDirection.lengthSquared() > 0) {
    playerAnimator.getClip('Walk').play()
    playerAnimator.getClip('Idle').stop()
    playerAnimator.getClip('Run').stop()
    playerAnimator.getClip('Jump').stop()
    playerAnimator.getClip('Die').stop()
  } else {
    playerAnimator.getClip('Idle').play()
    playerAnimator.getClip('Walk').stop()
    playerAnimator.getClip('Run').stop()
    playerAnimator.getClip('Jump').stop()
    playerAnimator.getClip('Die').stop()
  }
}))"
/* script to teleport to random location */,"import random
from dcl import teleport_local_player

def on_teleporter_used(evt):
    x = random.uniform(-10, 10)
    y = random.uniform(0, 10)
    z = random.uniform(-10, 10)
    teleport_local_player(x, y, z)

scene.create_entity(
    entity_type=""nftShape"",
    position=(0, 0, 0),
    rotation=(0, 0, 0, 1),
    nft={""assetId"": ""urn:decentraland:matic:collections-v2:0x60f80121c31a0d46b5279700f9df786054aa5ee5:10""},
    on_use=on_teleporter_used,
)"
/* script that creates a platform moving back and forth between two positions */,"import math
from dcl import move_entity

def on_update(dt):
    t = math.sin(scene.time / 1000)
    x = math.lerp(-5, 5, (t + 1) / 2)
    y = 2
    z = math.lerp(0, -10, (t + 1) / 2)
    move_entity(entity_id, position=(x, y, z))

entity_id = scene.create_entity(
    entity_type=""box"",
    position=(-5, 2, 0),
    scale=(2, 0.1, 2),
    color=(0, 1, 0),
)

scene.register_update_callback(on_update)
This script creates a green platform (a box) that moves back and forth between two positions. The on_update() function is called every frame, and calculates the platform's new position based on the current time using the math.sin() and math.lerp() functions. The move_entity() function is used to update the platform's position.

Falling objects
This script creates a spawner that generates falling objects that disappear when they hit the ground.

python
Copy code
import random
from dcl import move_entity, remove_entity

def on_update(dt):
    if scene.time - last_spawn_time > spawn_interval:
        spawn_object()
        last_spawn_time = scene.time

def spawn_object():
    x = random.uniform(-5, 5)
    y = 10
    z = random.uniform(-5, 5)
    entity_id = scene.create_entity(
        entity_type=""sphere"",
        position=(x, y, z),
        scale=(0.2, 0.2, 0.2),
        color=(1, 0, 0),
    )
    objects.append(entity_id)

def on_collision(evt):
    if evt[""type""] == ""entity"" and evt[""entityId""] in objects:
        remove_entity(evt[""entityId""])
        objects.remove(evt[""entityId""])

objects = []
spawn_interval = 1000
last_spawn_time = scene.time

scene.register_update_callback(on_update)
scene.register_component_callback(""collision"", on_collision)
This script creates a spawner that generates red spheres that fall from the sky. The `on_update


"
/* script that generates falling objects that disappear when they hit the ground */,"import random
from dcl import move_entity, remove_entity

def on_update(dt):
    if scene.time - last_spawn_time > spawn_interval:
        spawn_object()
        last_spawn_time = scene.time

def spawn_object():
    x = random.uniform(-5, 5)
    y = 10
    z = random.uniform(-5, 5)
    entity_id = scene.create_entity(
        entity_type=""sphere"",
        position=(x, y, z),
        scale=(0.2, 0.2, 0.2),
        color=(1, 0, 0),
    )
    objects.append(entity_id)

def on_collision(evt):
    if evt[""type""] == ""entity"" and evt[""entityId""] in objects:
        remove_entity(evt[""entityId""])
        objects.remove(evt[""entityId""])

objects = []
spawn_interval = 1000
last_spawn_time = scene.time

scene.register_update_callback(on_update)
scene.register_component_callback(""collision"", on_collision)"
/* script for a box and a sphere with click events to each entity which modifies their position or scale when clicked */,"import { Entity, engine, Transform, Vector3, OnClick } from 'decentraland-ecs/src'

// Create a box entity
const box = new Entity()
box.addComponent(new Transform({ position: new Vector3(5, 1, 5) }))
box.addComponent(new BoxShape())
engine.addEntity(box)

// Create a sphere entity
const sphere = new Entity()
sphere.addComponent(new Transform({ position: new Vector3(5, 2, 5) }))
sphere.addComponent(new SphereShape())
engine.addEntity(sphere)

// Add click event to the box entity
box.addComponent(
  new OnClick(() => {
    box.getComponent(Transform).scale.y += 0.1
  })
)

// Add click event to the sphere entity
sphere.addComponent(
  new OnClick(() => {
    sphere.getComponent(Transform).position.y += 0.1
  })
)"
/* script to display a timer */,"import { Entity, engine, Transform, TextShape } from 'decentraland-ecs/src'

// Create a timer entity
const timer = new Entity()
timer.addComponent(new Transform({ position: new Vector3(5, 1, 5) }))
const textShape = new TextShape('0')
timer.addComponent(textShape)
engine.addEntity(timer)

// Set initial time and update timer every second
let time = 0
setInterval(() => {
  time += 1
  textShape.value = time.toString()
}, 1000)"
"/* script for a box shape that acts like a button, when clicked it logs a message to the console */","import { Entity, engine, Transform, BoxShape, OnClick } from 'decentraland-ecs/src'

// Create a button entity
const button = new Entity()
button.addComponent(new Transform({ position: new Vector3(5, 1, 5) }))
button.addComponent(new BoxShape())
engine.addEntity(button)

// Add click event to the button entity
button.addComponent(
  new OnClick(() => {
    log('Button clicked')
  })
)"
/* script for custom particle system */ ,"import {
  Entity,
  engine,
  Transform,
  SphereShape,
  Material,
  Color3,
  ParticleSystem,
  Texture
} from 'decentraland-ecs/src'

// Create a particle system entity
const particleEntity = new Entity()
particleEntity.addComponent(new Transform({ position: new Vector3(5, 1, 5) }))
particleEntity.addComponent(new SphereShape())

// Create a custom particle system
const particleSystem = new ParticleSystem()
particleSystem.birthRate = 5
particleSystem.maxParticles = 100
particleSystem.color1 = Color3.Yellow()
particleSystem.color2 = Color3.Red()
particleSystem.sizeRange = 0.1
particleSystem.velocityRange = new Vector3(1, 1, 1)
particleSystem.acceleration = new Vector3(0, -1, 0)
particleSystem.texture = new Texture('https://i.imgur.com/ErAdYKg.png')
particleSystem.playing = true
particleEntity.addComponent(particleSystem)

engine.addEntity(particleEntity)"
/* script for creating a dynamic skybox */,"import {
  Entity,
  engine,
  Transform,
  SphereShape,
  Material,
  Color3
} from 'decentraland-ecs/src'

const skybox = new Entity()
skybox.addComponent(new Transform({
  position: new Vector3(0, 0, 0),
  scale: new Vector3(1000, 1000, 1000)
}))

const skyMaterial = new Material()
skyMaterial.albedoColor = Color3.FromHexString('#5B9BD5')
skybox.addComponent(skyMaterial)

engine.addEntity(skybox)

engine.onBeforeRenderObservable.add(() => {
  const time = (Date.now() % 86400000) / 86400000 // Get the current time as a percentage of a day
  const skyColor = Color3.Lerp(
    Color3.FromHexString('#5B9BD5'),
    Color3.FromHexString('#F2C76F'),
    time
  )
  skyMaterial.albedoColor = skyColor
})"
/* script to create an animated ocean */,"import {
  Entity,
  engine,
  Transform,
  PlaneShape,
  Material,
  Color3,
  Vector2,
  Vector3
} from 'decentraland-ecs/src'

const ocean = new Entity()
ocean.addComponent(new Transform({
  position: new Vector3(0, 0, 0),
  scale: new Vector3(100, 1, 100)
}))

const oceanShape = new PlaneShape()
oceanShape.uvs = [  new Vector2(0, 0),  new Vector2(10, 0),  new Vector2(0, 10),  new Vector2(10, 10)]

const oceanMaterial = new Material()
oceanMaterial.albedoTexture = new Texture('textures/ocean.png', {
  hasAlpha: false,
  isReadable: true
})
oceanMaterial.albedoColor = Color3.FromHexString('#2A2D34')
ocean.addComponent(oceanShape)
ocean.addComponent(oceanMaterial)

engine.addEntity(ocean)

engine.onBeforeRenderObservable.add(() => {
  const time = Date.now() / 2000
  oceanShape.uvs[0].x = time
  oceanShape.uvs[1].x = time + 10
  oceanShape.uvs[2].y = time
  oceanShape.uvs[3].y = time + 10
})"
/* script to create a building */,"// Create an entity for a 3D model of a building
const building = new Entity()
building.addComponent(new GLTFShape('models/building.glb'))
building.addComponent(new Transform({
  position: new Vector3(0, 0, 3)
}))
engine.addEntity(building)"
/* script to create a car */ ,"// Create an entity for a 3D model of a car
const car = new Entity()
car.addComponent(new GLTFShape('models/car.glb'))
car.addComponent(new Transform({
  position: new Vector3(3, 0, 0)
}))
engine.addEntity(car)"
/* script for day and night cycle */,"import {
  Scene,
  Sky,
  engine,
  Vector3
} from 'decentraland-ecs/src'

// Create a new scene
const myScene = new Scene()
engine.addScene(myScene)

// Create a sky entity
const sky = new Sky()
myScene.setSkybox(sky)

// Define the colors for the day and night sky
const dayColor = new Vector3(0.5, 0.5, 1)
const nightColor = new Vector3(0.1, 0.1, 0.5)

// Set the initial time of day to noon
let timeOfDay = 0.5

// Define a function to update the sky color based on the time of day
function updateSkyColor() {
  const t = Math.sin(timeOfDay * Math.PI)
  sky.setGradientColor(dayColor.lerp(nightColor, t), nightColor.lerp(dayColor, t))
}

// Define a function to update the time of day
function updateTimeOfDay(dt: number) {
  timeOfDay = (timeOfDay + dt / 600) % 1
}

// Register an update function to run every frame
engine.addSystem(new class {
  update(dt: number) {
    updateTimeOfDay(dt)
    updateSkyColor()
  }
})"
/* script to create random 3D terrain generation with perlin noise */ ,"import { Vector3, log } from 'decentraland-ecs/src'

// Define the terrain dimensions and vertex count
const terrainSize = 10
const vertexCount = 100

// Define the frequency and amplitude of the Perlin noise
const noiseFrequency = 0.1
const noiseAmplitude = 3

// Define the minimum and maximum height of the terrain
const minHeight = 0
const maxHeight = 10

// Define the terrain vertices array
const terrainVertices = new Array<Vector3>()

// Generate the terrain vertices
for (let x = 0; x <= vertexCount; x++) {
  for (let y = 0; y <= vertexCount; y++) {
    // Calculate the noise value based on the current vertex position
    const noiseValue = noise.perlin3(x * noiseFrequency, y * noiseFrequency, 0)
    
    // Calculate the vertex height based on the noise value and amplitude
    const vertexHeight = noiseValue * noiseAmplitude
    
    // Add the vertex to the terrain vertices array
    terrainVertices.push(new Vector3(
      x / vertexCount * terrainSize,
      y / vertexCount * terrainSize,
      vertexHeight
    ))
  }
}

// Define the terrain indices array
const terrainIndices = new Array<number>()

// Generate the terrain indices
for (let x = 0; x < vertexCount; x++) {
  for (let y = 0; y < vertexCount; y++) {
    const topLeft = x * (vertexCount + 1) + y
    const topRight = topLeft + 1
    const bottomLeft = (x + 1) * (vertexCount + 1) + y
    const bottomRight = bottomLeft + 1
    
    terrainIndices.push(topLeft, bottomLeft, topRight)
    terrainIndices.push(topRight, bottomLeft, bottomRight)
  }
}

// Create the terrain entity and add the mesh component
const terrain = new Entity()
terrain.addComponent(new Transform())
terrain.addComponent(new Mesh())
terrain.getComponent(Mesh).vertices = terrainVertices
terrain.getComponent(Mesh).indices = terrainIndices
terrain.getComponent(Mesh).normals = Mesh.calculateNormals(terrainVertices, terrainIndices)
terrain.getComponent(Mesh).material = new Material()
terrain.getComponent(Mesh).material.albedoColor = Color3.Green()

// Add the terrain entity to the engine
engine.addEntity(terrain)"
/* script for interactive NPC dialogue */,"// Define the NPC's initial dialogue state
let npcState = {
  dialogueIndex: 0,
  options: [
    {
      text: 'Hello! How can I help you?',
      nextIndex: 1
    },
    {
      text: 'Sorry, I am busy right now.',
      nextIndex: -1
    }
  ]
}

// Define the function to update the NPC's dialogue state based on user input
function handleUserInput(optionIndex) {
  let currentOption = npcState.options[npcState.dialogueIndex]
  if (optionIndex === -1) {
    // Player chose to end the dialogue
    npcState.dialogueIndex = -1
    return
  } else if (optionIndex >= 0 && optionIndex < currentOption.nextIndex.length) {
    // Player chose a valid option
    npcState.dialogueIndex = currentOption.nextIndex[optionIndex]
  } else {
    // Player chose an invalid option
    console.error('Invalid option chosen!')
  }
}

// Define the function to display the NPC's dialogue options
function displayDialogueOptions() {
  let currentOption = npcState.options[npcState.dialogueIndex]
  if (currentOption.nextIndex === -1) {
    // End dialogue
    console.log('Goodbye!')
    return
  }
  console.log(currentOption.text)
  for (let i = 0; i < currentOption.options.length; i++) {
    console.log(`${i+1}. ${currentOption.options[i].text}`)
  }
}

// Example usage:
displayDialogueOptions() // Outputs: ""Hello! How can I help you?""
handleUserInput(0) // Player chooses first option
displayDialogueOptions() // Outputs: ""What can I help you with today?""
handleUserInput(1) // Player chooses second option
displayDialogueOptions() // Outputs: ""Goodbye!""
handleUserInput(-1) // End dialogue"
/* script for multiplayer game */,"import * as dcl from 'decentraland-ecs'

// Create a basic scene with a ground plane and a cube
const scene = new dcl.Scene()

const ground = new dcl.Entity()
ground.addComponent(new dcl.BoxShape())
ground.addComponent(new dcl.Transform({ scale: new dcl.Vector3(10, 0.1, 10) }))
scene.addEntity(ground)

const cube = new dcl.Entity()
cube.addComponent(new dcl.BoxShape())
cube.addComponent(new dcl.Transform({ position: new dcl.Vector3(0, 1, 0) }))
scene.addEntity(cube)

// Create a multiplayer controller
class MultiplayerController {
  players: { [id: string]: dcl.Entity } = {}

  addPlayer(id: string, position: dcl.Vector3) {
    const player = new dcl.Entity()
    player.addComponent(new dcl.BoxShape())
    player.addComponent(new dcl.Transform({ position }))
    this.players[id] = player
    scene.addEntity(player)
  }

  removePlayer(id: string) {
    scene.removeEntity(this.players[id])
    delete this.players[id]
  }

  updatePlayerPosition(id: string, position: dcl.Vector3) {
    const player = this.players[id]
    if (player) {
      player.getComponent(dcl.Transform).position = position
    }
  }
}

// Initialize the multiplayer controller
const multiplayer = new MultiplayerController()

// Listen for connections from new players
dcl.onPeerConnect(peer => {
  multiplayer.addPlayer(peer.id, new dcl.Vector3(0, 1, 0))
})

// Listen for disconnections from players
dcl.onPeerDisconnect(peer => {
  multiplayer.removePlayer(peer.id)
})

// Listen for updates to player positions
dcl.onUpdate((delta: number) => {
  for (const id in multiplayer.players) {
    multiplayer.updatePlayerPosition(id, new dcl.Vector3(Math.random(), 1, Math.random()))
  }
})"
/* script for animated character */,"const character = new Entity()
const gltfShape = new GLTFShape('character.glb')
const animationState = new AnimationState('idle')
const animationStateComponent = new AnimationStateComponent()
animationStateComponent.addState(animationState)
character.addComponent(gltfShape)
character.addComponent(animationStateComponent)
engine.addEntity(character)

animationState.play()"
/* script for dynamic text */,"const dynamicText = new TextShape('Dynamic Text')
dynamicText.fontSize = 3
dynamicText.color = Color3.Red()
dynamicText.position.set(2, 1, 2)
engine.addEntity(dynamicText)

let count = 0
setInterval(() => {
  dynamicText.value = `Dynamic Text: ${count++}`
}, 1000)"
/* script for interactive painting */,"const painting = new Plane()
painting.width = 2
painting.height = 1.5
painting.uvs = [0, 1, 1, 1, 0, 0, 1, 0]
painting.position.set(4, 1, 4)
painting.material = new BasicMaterial()
painting.material.texture = new Texture('painting1.png')
painting.onClick = (e) => {
  if (painting.material.texture.url.includes('painting1.png')) {
    painting.material.texture = new Texture('painting2.png')
  } else {
    painting.material.texture = new Texture('painting1.png')
  }
}
engine.addEntity(painting)"
/* script for interactive object : change color when clicked */ ,"const button = new Entity()
button.addComponent(new BoxShape())
button.addComponent(new Transform({
  position: new Vector3(5, 0, 5)
}))
const material = new Material()
material.albedoColor = Color3.FromHexString('#FF0000')
button.addComponent(material)
button.addComponent(
  new OnClick(() => {
    material.albedoColor = Color3.FromHexString('#00FF00')
  })
)
engine.addEntity(button)"
/* script of walking character */,"import { Animation } from 'decentraland-ecs/src/decentraland/Animation'

const myEntity = new Entity()
myEntity.addComponent(new GLTFShape('models/MyModel.gltf'))

const animation = new Animation('walk')
animation.addClip(new AnimationClip('walk', {
  loop: true,
  speed: 1.0,
  tracks: [
    new VectorKeyframeTrack('.position', [0, 1, 2], [
      new Vector3(0, 0, 0),
      new Vector3(1, 0, 0),
      new Vector3(2, 0, 0),
    ]),
    new QuaternionKeyframeTrack('.quaternion', [0, 1, 2], [
      new Quaternion(),
      Quaternion.Euler(0, 90, 0),
      Quaternion.Euler(0, 180, 0),
    ]),
  ]
}))
myEntity.addComponent(animation)
engine.addEntity(myEntity)"
/* script for simple terrain mesh */,"const numVertices = 100
const numFaces = numVertices - 2
const vertexPositions = new Array<Vector3>(numVertices)

for (let i = 0; i < numVertices; i++) {
  const x = i / (numVertices - 1)
  const y = Math.random()
  const z = noise.perlin3(x, y, 0)
  vertexPositions[i] = new Vector3(x, y, z)
}

const indices = new Array<number>(numFaces * 3)
for (let i = 0; i < numFaces; i++) {
  indices[i * 3 + 0] = 0
  indices[i * 3 + 1] = i + 1
  indices[i * 3 + 2] = i + 2
}

const mesh = new Mesh()
mesh.positions = vertexPositions
mesh.indices = indices
mesh.normals = MeshHelper.ComputeNormals(mesh)
const material = new Material()
material.albedoColor = Color3.FromHexString('#808080')
material.metallic = 0.0
material.roughness = 0.8
const entity = new Entity()
entity.addComponent(new MeshShape(mesh))
entity.addComponent(material)
engine.addEntity(entity)"
/* script for randomly generated trees */,"const TREES_AMOUNT = 20;
const TREE_MIN_SIZE = 1;
const TREE_MAX_SIZE = 5;

for (let i = 0; i < TREES_AMOUNT; i++) {
  const posX = Math.random() * (20 - -20) + -20;
  const posZ = Math.random() * (20 - -20) + -20;
  const size = Math.floor(Math.random() * (TREE_MAX_SIZE - TREE_MIN_SIZE + 1) + TREE_MIN_SIZE);

  for (let j = 0; j < size; j++) {
    const trunk = new BoxShape();
    const crown = new ConeShape();

    const trunkEntity = new Entity();
    const crownEntity = new Entity();

    const crownScale = new Vector3(1, (size - j) * 2, 1);
    const trunkScale = new Vector3(0.5, 2, 0.5);

    trunkEntity.addComponent(trunk);
    crownEntity.addComponent(crown);

    trunkEntity.addComponent(new Transform({
      position: new Vector3(posX, j * 2, posZ),
      scale: trunkScale,
    }));

    crownEntity.addComponent(new Transform({
      position: new Vector3(posX, j * 2 + 2, posZ),
      scale: crownScale,
    }));

    engine.addEntity(trunkEntity);
    engine.addEntity(crownEntity);
  }
}"
/* script for bullet shooting logic */,"import { engine, Entity, Transform, Vector3 } from 'decentraland-ecs'

// Player
const player = new Entity()
player.addComponent(new Transform({
  position: new Vector3(5, 1, 5)
}))
engine.addEntity(player)

// Camera
const camera = new Entity()
camera.setParent(player)
camera.addComponent(new Transform({
  position: new Vector3(0, 1.6, 0)
}))
engine.addEntity(camera)

// Bullet
const bullet = new Entity()
bullet.addComponent(new Transform({
  position: new Vector3(0, 0, 0),
  scale: new Vector3(0.2, 0.2, 0.2)
}))
bullet.addComponent(new SphereShape())
bullet.addComponent(new Material())
bullet.getComponent(Material).albedoColor = Color3.Yellow()
engine.addEntity(bullet)

// Shoot bullets
const bulletSpeed = 5

function shoot() {
  const forward = camera.forward
  const position = camera.position.clone().add(forward.scale(2))
  bullet.getComponent(Transform).position = position
  bullet.getComponent(Transform).rotation = camera.rotation.clone()
  const velocity = forward.scale(bulletSpeed)
  bullet.addComponent(new utils.ProjectileComponent(velocity, 1, (e) => {
    engine.removeEntity(bullet)
  }))
  engine.addEntity(bullet)
}

// Handle mouse clicks
const input = Input.instance
input.subscribe('BUTTON_DOWN', ActionButton.PRIMARY, false, (e) => {
  shoot()
})"
/* script for simple first-person shooter game */ ,"import { scene } from 'decentraland-ecs/src'
import { GLTFShape, Transform, Vector3 } from 'decentraland-ecs/src/decentraland'

// create player camera
const camera = new Entity()
camera.addComponent(new Camera())
camera.addComponent(new Transform({
  position: new Vector3(5, 0, 5),
  rotation: Quaternion.Euler(0, 45, 0)
}))

// create gun
const gun = new Entity()
gun.addComponent(new Transform({
  position: new Vector3(0.5, -0.2, 1),
  rotation: Quaternion.Euler(0, 90, 0),
  scale: new Vector3(0.3, 0.3, 0.3)
}))
gun.addComponent(new GLTFShape('models/gun.glb'))
camera.addChild(gun)

// create bullets
const bulletShape = new GLTFShape('models/bullet.glb')
const bullets: Entity[] = []

// fire bullet when user clicks
Input.instance.subscribe('BUTTON_DOWN', ActionButton.PRIMARY, false, (e) => {
  const bullet = new Entity()
  bullet.addComponent(bulletShape.clone())
  bullet.addComponent(new Transform({
    position: gun.position.clone(),
    rotation: gun.rotation.clone()
  }))
  bullets.push(bullet)
  scene.addEntity(bullet)
})

// move bullets forward
const bulletSpeed = 0.2
function update(dt: number) {
  bullets.forEach(bullet => {
    const direction = bullet.getComponent(Transform).rotation.multiply(Vector3.Forward())
    bullet.getComponent(Transform).translate(direction.scale(bulletSpeed * dt))
  })
}

engine.addSystem(new utils.UpdateSystem(update))"
/* script for countdown timer */,"const countdownTimer = new Entity()
const countdownText = new TextShape('10', FontFamily.SanFrancisco, 10)
countdownTimer.addComponent(countdownText)

let timeRemaining = 10
const interval = setInterval(() => {
  timeRemaining--
  countdownText.value = timeRemaining.toString()

  if (timeRemaining === 0) {
    clearInterval(interval)
    countdownText.value = 'Time\'s up!'
  }
}, 1000)"
/* script for audio player */,"const audioPlayer = new Entity()
const audioClip = new AudioClip('path/to/sound.mp3')
const audioSource = new AudioSource(audioClip)

audioPlayer.addComponent(audioSource)

audioPlayer.addComponent(new OnPointerDown(() => {
  audioSource.playOnce()
}))"
/* script for 360-degree panorama viewer */,"const panoramaViewer = new Entity()

const texture = new Texture('path/to/panorama.jpg')
const material = new Material()
material.albedoTexture = texture

const sphereShape = new SphereShape()
sphereShape.withCollisions = false

const panoramaMesh = new Mesh()
panoramaMesh.withCollisions = false
panoramaMesh.vertices = sphereShape.vertices
panoramaMesh.triangles = sphereShape.triangles
panoramaMesh.uvs = sphereShape.uvs

const panoramaComponent = new MeshComponent(panoramaMesh, material)
panoramaViewer.addComponent(panoramaComponent)

panoramaViewer.addComponent(new utils.SphericalPointer())"
/* script for simple car physics */,"const scene = new Scene()

// Create a car with a box for the body and spheres for the wheels
const car = new Entity()
car.addComponent(new BoxShape())
car.addComponent(new Transform({ position: new Vector3(0, 1, 0), scale: new Vector3(2, 1, 4) }))

const wheel1 = new Entity()
wheel1.addComponent(new SphereShape())
wheel1.addComponent(new Transform({ position: new Vector3(-0.9, 0.5, -1.8), scale: new Vector3(0.5, 0.5, 0.5) }))
car.addChild(wheel1)

const wheel2 = new Entity()
wheel2.addComponent(new SphereShape())
wheel2.addComponent(new Transform({ position: new Vector3(0.9, 0.5, -1.8), scale: new Vector3"
/* script for animated door */,"const door = new Entity();
door.addComponent(new GLTFShape(""models/Door.glb""));
door.addComponent(new Transform({ position: new Vector3(5, 0, 5) }));

const animator = new Animator();
const clip = new AnimationClip(""DoorAnimation"", 0, 1);

const doorOpen = new AnimationState(""DoorOpen"", { looping: false });
const doorClose = new AnimationState(""DoorClose"", { looping: false });

animator.addClip(clip);
door.addComponent(animator);

door.addComponent(
  new OnPointerDown(() => {
    if (doorOpen.isPlaying || doorClose.isPlaying) return;
    doorOpen.play();
    doorClose.stop();
  })
);

door.addComponent(
  new OnPointerUp(() => {
    if (doorClose.isPlaying || doorOpen.isPlaying) return;
    doorClose.play();
    doorOpen.stop();
  })
);

clip.addCubicSampler(""rotation"", 0, Quaternion.Euler(0, 0, 0));
clip.addCubicSampler(""rotation"", 0.5, Quaternion.Euler(0, 90, 0));
clip.addCubicSampler(""rotation"", 1, Quaternion.Euler(0, 180, 0));

doorOpen.addClip(clip);
doorClose.addClip(clip);

doorOpen.clip = clip;
doorClose.clip = clip;

doorOpen.stop();
doorClose.stop();

engine.addEntity(door);"
